method,p,q,R2
hadamard,0.5,1.0,0.4405688112202923
hadamard,1.0,4.0,0.4306882269783249
hadamard,0.5,0.25,0.4285007451323688
hadamard,4.0,0.5,0.4267295991418652
hadamard,4.0,4.0,0.424363454676998
hadamard,4.0,0.25,0.4240975493903317
hadamard,1.0,2.0,0.423860737281258
hadamard,4.0,2.0,0.4214537970868625
hadamard,1.0,0.25,0.4212815426535002
hadamard,0.5,4.0,0.4186340146058948
hadamard,1.0,0.5,0.4185762109209481
hadamard,0.25,0.5,0.4184587656889746
hadamard,2.0,1.0,0.4178521673080462
hadamard,1.0,1.0,0.4172678264377958
hadamard,0.5,0.5,0.4161705862236626
hadamard,0.25,2.0,0.416143548016783
hadamard,2.0,4.0,0.4147504725774723
hadamard,0.25,4.0,0.4134923586114603
hadamard,2.0,2.0,0.4114727307633453
hadamard,2.0,0.5,0.4112063181614174
hadamard,0.25,0.25,0.4105427095331921
hadamard,0.25,1.0,0.4086189799239291
hadamard,0.5,2.0,0.4081993072547076
hadamard,4.0,1.0,0.4069527770924825
hadamard,2.0,0.25,0.402633789773187
L1,0.5,1.0,0.3930936836787585
subtract,0.5,1.0,0.3928562497280622
average,4.0,4.0,0.3881647517142715
average,1.0,0.5,0.3861393420676955
average,1.0,2.0,0.3844338862966346
average,0.5,2.0,0.3844177614736925
average,0.5,0.25,0.3838244455826699
subtract,0.25,4.0,0.3819176672561013
L2,0.5,1.0,0.3811419570104716
average,0.5,4.0,0.3809184317189705
L1,0.25,4.0,0.3805884605439812
subtract,1.0,0.25,0.3800818078258899
subtract,4.0,4.0,0.3800097000486158
subtract,2.0,0.25,0.3799519343377016
subtract,2.0,0.5,0.3785081723990863
L1,4.0,4.0,0.3777365837471842
L1,0.25,0.5,0.3765470685855537
average,0.25,2.0,0.3764426772021129
subtract,4.0,0.5,0.3763616845995843
average,0.5,1.0,0.3743315992329223
L1,1.0,0.25,0.3736705560832669
L2,0.25,4.0,0.3735551195026282
L1,4.0,0.5,0.3735019074177835
average,4.0,0.5,0.3727426810275863
subtract,0.25,0.5,0.3726705714070659
average,0.25,0.25,0.3722597536611343
subtract,0.5,0.5,0.3719354589338113
average,1.0,0.25,0.3716129640169073
subtract,2.0,2.0,0.3712222613182856
average,1.0,4.0,0.3705911972722823
subtract,1.0,2.0,0.3693363296429299
subtract,2.0,4.0,0.3690833500939288
subtract,4.0,2.0,0.3689876337275264
L1,1.0,2.0,0.3688303192592264
average,4.0,1.0,0.3686303878207707
average,2.0,2.0,0.3685938835265022
average,0.25,0.5,0.3685697431691526
L1,2.0,0.5,0.3685346677530371
subtract,1.0,1.0,0.3678583213378519
L1,1.0,1.0,0.3673620430443446
subtract,0.25,0.25,0.3667688940890523
L1,1.0,4.0,0.3653274929479868
average,0.5,0.5,0.3652423173986595
subtract,1.0,4.0,0.3651282254821006
L1,0.25,0.25,0.3640858698355965
L1,4.0,2.0,0.3640504279953441
subtract,4.0,0.25,0.363161701710489
L1,4.0,0.25,0.3617880869002635
subtract,4.0,1.0,0.3597857420364164
L2,0.25,0.5,0.3584994495938377
L1,2.0,0.25,0.3580873573999756
L2,1.0,2.0,0.3574487714572917
subtract,2.0,1.0,0.3572257324434023
L1,4.0,1.0,0.3567787584073675
average,4.0,0.25,0.3567150974033081
subtract,0.25,1.0,0.3559689317754844
subtract,0.5,2.0,0.3556471670884449
L2,4.0,0.25,0.3556272155470199
L1,2.0,1.0,0.3554018557549625
average,2.0,1.0,0.3552976149489383
L2,2.0,0.5,0.3550662898343381
L2,1.0,4.0,0.3540258209694187
L2,4.0,0.5,0.3539491285730171
average,2.0,4.0,0.3537305389821749
L1,0.25,1.0,0.3536960586397996
subtract,0.5,0.25,0.3534428063273354
average,0.25,4.0,0.3532658305027415
average,1.0,1.0,0.3529430820045579
L1,2.0,4.0,0.3526593366545839
L2,1.0,1.0,0.3526249533194778
L2,4.0,4.0,0.3526054899201928
L1,0.5,2.0,0.3523816917999516
average,2.0,0.25,0.3515836215277556
subtract,0.5,4.0,0.3515005388593881
L1,0.5,4.0,0.3505688524314369
L1,2.0,2.0,0.3505333816372733
L1,0.5,0.25,0.3470560955106339
L1,0.5,0.5,0.3470297908677828
average,2.0,0.5,0.3467505326013835
L2,1.0,0.25,0.3457069137812609
L2,0.25,0.25,0.3453582532352544
L2,0.5,2.0,0.3432644114236547
L2,4.0,2.0,0.3421155387029658
average,4.0,2.0,0.3398241655313081
L2,2.0,4.0,0.3386430805310592
L2,4.0,1.0,0.3385446787858626
L2,0.5,0.25,0.3370924396036967
L2,2.0,1.0,0.3362891821625946
L2,0.5,0.5,0.3343810413218427
subtract,0.25,2.0,0.3337905109568775
average,0.25,1.0,0.3327682544757384
L2,0.5,4.0,0.3310027411995067
subtract,1.0,0.5,0.3296130094178022
L2,0.25,1.0,0.3281514152505651
L2,2.0,2.0,0.327938105518688
L2,2.0,0.25,0.3276462294108336
L1,1.0,0.5,0.3266766745857723
L1,0.25,2.0,0.3200247650711664
L2,1.0,0.5,0.3185751306855274
L2,0.25,2.0,0.3096958010911909
